"","chr","SNPid","physPos","linkMapPos"
"Chr11_17806481","Chr11","Chr11_17806481",17806481,51.2760509146454
"Chr11_18556365","Chr11","Chr11_18556365",18556365,53.4363542589349
"Chr11_18679228","Chr11","Chr11_18679228",18679228,53.7903041362352
"Chr11_18715834","Chr11","Chr11_18715834",18715834,53.8957605324525
"Chr11_18787369","Chr11","Chr11_18787369",18787369,54.1018421393861
"Chr11_19013036","Chr11","Chr11_19013036",19013036,54.7519549232243
"Chr11_19145502","Chr11","Chr11_19145502",19145502,55.1335696033677
"Chr11_22125943","Chr11","Chr11_22125943",22125943,63.7197731491929
"Chr11_23993545","Chr11","Chr11_23993545",23993545,69.1000544278996
"Chr11_24076535","Chr11","Chr11_24076535",24076535,69.3391361719328
"Chr11_24381197","Chr11","Chr11_24381197",24381197,70.2168217039323
"Chr11_24409540","Chr11","Chr11_24409540",24409540,70.2984736363475
"Chr11_25031036","Chr11","Chr11_25031036",25031036,72.088910406918
"Chr11_25048736","Chr11","Chr11_25048736",25048736,72.1399014524583
"Chr11_25071781","Chr11","Chr11_25071781",25071781,72.2062906414118
"Chr11_25258210","Chr11","Chr11_25258210",25258210,72.7433646317523
"Chr11_25448477","Chr11","Chr11_25448477",25448477,73.29149532451
"Chr11_25745295","Chr11","Chr11_25745295",25745295,74.1465834688701
"Chr11_26006576","Chr11","Chr11_26006576",26006576,74.8992948456955
"Chr11_26043578","Chr11","Chr11_26043578",26043578,75.0058920585249
"Chr11_26067361","Chr11","Chr11_26067361",26067361,75.0744073148009
"Chr11_26135677","Chr11","Chr11_26135677",26135677,75.2712154654862
"Chr11_26206942","Chr11","Chr11_26206942",26206942,75.4765192429115
"Chr11_26237844","Chr11","Chr11_26237844",26237844,75.5655432705547
"Chr11_26407016","Chr11","Chr11_26407016",26407016,76.0529024319185
"Chr11_26488410","Chr11","Chr11_26488410",26488410,76.287386339303
"Chr11_26535561","Chr11","Chr11_26535561",26535561,76.4232212990922
"Chr11_26751203","Chr11","Chr11_26751203",26751203,77.0444535613745
"Chr11_27749096","Chr11","Chr11_27749096",27749096,79.9192336408842
"Chr11_27782720","Chr11","Chr11_27782720",27782720,80.0160993423106
"Chr11_27918758","Chr11","Chr11_27918758",27918758,80.408004418763
"Chr11_28010738","Chr11","Chr11_28010738",28010738,80.6729850045706
"Chr11_28165448","Chr11","Chr11_28165448",28165448,81.118681312793
"Chr11_28367091","Chr11","Chr11_28367091",28367091,81.6995845554979
"Chr11_28389205","Chr11","Chr11_28389205",28389205,81.763291673073
"Chr11_28817845","Chr11","Chr11_28817845",28817845,82.9981392301568
"Chr11_29273111","Chr11","Chr11_29273111",29273111,84.3096923001533
"Chr11_29668686","Chr11","Chr11_29668686",29668686,85.4492845509779
"Chr11_29719378","Chr11","Chr11_29719378",29719378,85.5953206007252
"Chr11_30551048","Chr11","Chr11_30551048",30551048,87.9912371456112
"Chr11_30732647","Chr11","Chr11_30732647",30732647,88.5143966303043
"Chr11_30855960","Chr11","Chr11_30855960",30855960,88.8696428901183
"Chr11_30860195","Chr11","Chr11_30860195",30860195,88.8818432899976
"Chr11_31449975","Chr11","Chr11_31449975",31449975,90.580911021
"Chr11_31646998","Chr11","Chr11_31646998",31646998,91.148504736564
"Chr11_31715084","Chr11","Chr11_31715084",31715084,91.3446502917422
"Chr11_31813089","Chr11","Chr11_31813089",31813089,91.6269879989838
"Chr11_31970157","Chr11","Chr11_31970157",31970157,92.0794773515781
"Chr11_32084324","Chr11","Chr11_32084324",32084324,92.4083753570129
"Chr11_32147926","Chr11","Chr11_32147926",32147926,92.5916031806543
"Chr11_32225634","Chr11","Chr11_32225634",32225634,92.8154682748263
"Chr11_32433567","Chr11","Chr11_32433567",32433567,93.4144920642233
"Chr11_32587813","Chr11","Chr11_32587813",32587813,93.8588516580315
"Chr11_32652063","Chr11","Chr11_32652063",32652063,94.0439462724926
"Chr11_32706684","Chr11","Chr11_32706684",32706684,94.2013011820099
"Chr11_32771655","Chr11","Chr11_32771655",32771655,94.3884728893431
"Chr11_32808644","Chr11","Chr11_32808644",32808644,94.4950326511221
"Chr11_33235569","Chr11","Chr11_33235569",33235569,95.7249395504036
"Chr11_33388016","Chr11","Chr11_33388016",33388016,96.1641164950069
"Chr11_33424346","Chr11","Chr11_33424346",33424346,96.2687777766158
"Chr11_33521042","Chr11","Chr11_33521042",33521042,96.5473444511674
"Chr11_33521707","Chr11","Chr11_33521707",33521707,96.5492602164377
"Chr11_33635932","Chr11","Chr11_33635932",33635932,96.8783253111743
"Chr11_33725185","Chr11","Chr11_33725185",33725185,97.1354498189487
"Chr11_33790748","Chr11","Chr11_33790748",33790748,97.3243269894999
"Chr11_33895674","Chr11","Chr11_33895674",33895674,97.6266030598027
"Chr11_34015673","Chr11","Chr11_34015673",34015673,97.9723021826155
"Chr11_34028178","Chr11","Chr11_34028178",34028178,98.0083272122472
"Chr11_34079684","Chr11","Chr11_34079684",34079684,98.1567082739194
"Chr11_34157335","Chr11","Chr11_34157335",34157335,98.3804091596396
"Chr11_34159989","Chr11","Chr11_34159989",34159989,98.3880549356206
"Chr11_34194914","Chr11","Chr11_34194914",34194914,98.4886686229367
"Chr11_34206356","Chr11","Chr11_34206356",34206356,98.5216313089859
"Chr11_34263354","Chr11","Chr11_34263354",34263354,98.6858339990258
"Chr11_34263495","Chr11","Chr11_34263495",34263495,98.6862401988801
"Chr11_34298561","Chr11","Chr11_34298561",34298561,98.7872600860504
"Chr11_34349814","Chr11","Chr11_34349814",34349814,98.9349122926649
"Chr11_34411329","Chr11","Chr11_34411329",34411329,99.1121277822925
"Chr11_34411427","Chr11","Chr11_34411427",34411427,99.1124101055955
"Chr11_34452927","Chr11","Chr11_34452927",34452927,99.2319653818623
"Chr11_34502729","Chr11","Chr11_34502729",34502729,99.3754374750824
"Chr11_34531167","Chr11","Chr11_34531167",34531167,99.4573630882505
"Chr12_00395024","Chr12","Chr12_00395024",395024,0.980915699165555
"Chr12_00400242","Chr12","Chr12_00400242",400242,0.993937245082588
"Chr12_00423132","Chr12","Chr12_00423132",423132,1.05105935816057
"Chr12_00560183","Chr12","Chr12_00560183",560183,1.39307083563762
"Chr12_00570437","Chr12","Chr12_00570437",570437,1.41865974553284
"Chr12_00633025","Chr12","Chr12_00633025",633025,1.5748484223928
"Chr12_00779597","Chr12","Chr12_00779597",779597,1.94061960448389
"Chr12_00887862","Chr12","Chr12_00887862",887862,2.21079547046848
"Chr12_00942724","Chr12","Chr12_00942724",942724,2.34770387447389
"Chr12_01079911","Chr12","Chr12_01079911",1079911,2.69005474065251
"Chr12_01080561","Chr12","Chr12_01080561",1080561,2.69167681900553
"Chr12_01210662","Chr12","Chr12_01210662",1210662,3.01634453563103
"Chr12_01213098","Chr12","Chr12_01213098",1213098,3.02242358619713
"Chr12_01253028","Chr12","Chr12_01253028",1253028,3.12206910717588
"Chr12_01282179","Chr12","Chr12_01282179",1282179,3.1948155780512
"Chr12_01290967","Chr12","Chr12_01290967",1290967,3.21674607738407
"Chr12_01608174","Chr12","Chr12_01608174",1608174,4.00833778219515
"Chr12_01659477","Chr12","Chr12_01659477",1659477,4.13636468334148
"Chr12_01777676","Chr12","Chr12_01777676",1777676,4.43133089757057
"Chr12_01853757","Chr12","Chr12_01853757",1853757,4.62119142553411
"Chr12_02118314","Chr12","Chr12_02118314",2118314,5.28139478375038
"Chr12_02537370","Chr12","Chr12_02537370",2537370,6.32715119344914
"Chr12_02804280","Chr12","Chr12_02804280",2804280,6.99322647530335
"Chr12_02988309","Chr12","Chr12_02988309",2988309,7.45247179411623
"Chr12_03149939","Chr12","Chr12_03149939",3149939,7.85582029288396
"Chr12_03218421","Chr12","Chr12_03218421",3218421,8.0267174771481
"Chr12_03304815","Chr12","Chr12_03304815",3304815,8.24231414981121
"Chr12_03464150","Chr12","Chr12_03464150",3464150,8.6399354642402
"Chr12_03517661","Chr12","Chr12_03517661",3517661,8.77347244077648
"Chr12_03560677","Chr12","Chr12_03560677",3560677,8.88081909067435
"Chr12_03666153","Chr12","Chr12_03666153",3666153,9.14403499277189
"Chr12_03726236","Chr12","Chr12_03726236",3726236,9.29397242920982
"Chr12_03730217","Chr12","Chr12_03730217",3730217,9.30390703524579
"Chr12_03852630","Chr12","Chr12_03852630",3852630,9.60938930821278
"Chr12_03866019","Chr12","Chr12_03866019",3866019,9.64280162677989
"Chr12_03867266","Chr12","Chr12_03867266",3867266,9.64591352171253
"Chr12_03910343","Chr12","Chr12_03910343",3910343,9.75341239742507
"Chr12_04006731","Chr12","Chr12_04006731",4006731,9.99394914864219
"Chr12_04287071","Chr12","Chr12_04287071",4287071,10.693539064775
"Chr12_04355863","Chr12","Chr12_04355863",4355863,10.8652098556383
"Chr12_04556686","Chr12","Chr12_04556686",4556686,11.3663646880829
"Chr12_04574235","Chr12","Chr12_04574235",4574235,11.4101583081094
"Chr12_04601393","Chr12","Chr12_04601393",4601393,11.4779312372038
"Chr12_04644855","Chr12","Chr12_04644855",4644855,11.5863908824024
"Chr12_04677081","Chr12","Chr12_04677081",4677081,11.6668110316401
"Chr12_04703092","Chr12","Chr12_04703092",4703092,11.7317216163177
"Chr12_04734365","Chr12","Chr12_04734365",4734365,11.8097635491394
"Chr12_04749125","Chr12","Chr12_04749125",4749125,11.8465972052788
"Chr12_04781283","Chr12","Chr12_04781283",4781283,11.9268476601657
"Chr12_05241843","Chr12","Chr12_05241843",5241843,13.0761775159627
"Chr12_05268271","Chr12","Chr12_05268271",5268271,13.1421287262914
"Chr12_05281813","Chr12","Chr12_05281813",5281813,13.1759228571478
"Chr12_05298444","Chr12","Chr12_05298444",5298444,13.2174256034387
"Chr12_05334856","Chr12","Chr12_05334856",5334856,13.3082919372699
"Chr12_05454875","Chr12","Chr12_05454875",5454875,13.6077999708874
"Chr12_05548256","Chr12","Chr12_05548256",5548256,13.840832738093
"Chr12_05563039","Chr12","Chr12_05563039",5563039,13.877723790851
"Chr12_05701149","Chr12","Chr12_05701149",5701149,14.2223780082909
"Chr12_05711546","Chr12","Chr12_05711546",5711546,14.2483237754238
"Chr12_05777732","Chr12","Chr12_05777732",5777732,14.413491279844
"Chr12_05828056","Chr12","Chr12_05828056",5828056,14.5390750814402
"Chr12_06082251","Chr12","Chr12_06082251",6082251,15.1734200152041
"Chr12_06158308","Chr12","Chr12_06158308",6158308,15.3632206510439
"Chr12_06225046","Chr12","Chr12_06225046",6225046,15.5297656743116
"Chr12_06258277","Chr12","Chr12_06258277",6258277,15.6126938062336
"Chr12_06292197","Chr12","Chr12_06292197",6292197,15.6973413412097
"Chr12_06409247","Chr12","Chr12_06409247",6409247,15.9894402200117
"Chr12_06640566","Chr12","Chr12_06640566",6640566,16.5666979777699
"Chr12_06669929","Chr12","Chr12_06669929",6669929,16.6399734957388
"Chr12_06745990","Chr12","Chr12_06745990",6745990,16.8297841135992
"Chr12_06748239","Chr12","Chr12_06748239",6748239,16.8353965047006
"Chr12_06840159","Chr12","Chr12_06840159",6840159,17.0647833388696
"Chr12_06881977","Chr12","Chr12_06881977",6881977,17.1691403735876
"Chr12_06882711","Chr12","Chr12_06882711",6882711,17.1709720743739
"Chr12_06918336","Chr12","Chr12_06918336",6918336,17.2598744456454
"Chr12_07602372","Chr12","Chr12_07602372",7602372,18.9668898122424
"Chr12_07662301","Chr12","Chr12_07662301",7662301,19.1164429408859
"Chr12_07838326","Chr12","Chr12_07838326",7838326,19.5557142364102
"Chr12_07844080","Chr12","Chr12_07844080",7844080,19.5700733730922
"Chr12_07856138","Chr12","Chr12_07856138",7856138,19.6001641742934
"Chr12_07939677","Chr12","Chr12_07939677",7939677,19.808636179729
"Chr12_07973773","Chr12","Chr12_07973773",7973773,19.8937229236131
"Chr12_08004903","Chr12","Chr12_08004903",8004903,19.971407999197
"Chr12_08032155","Chr12","Chr12_08032155",8032155,20.0394155057764
"Chr12_08052030","Chr12","Chr12_08052030",8052030,20.0890136708015
"Chr12_08190120","Chr12","Chr12_08190120",8190120,20.4336179781382
"Chr12_08324249","Chr12","Chr12_08324249",8324249,20.7683375895422
"Chr12_08613249","Chr12","Chr12_08613249",8613249,21.4895385803475
"Chr12_08956079","Chr12","Chr12_08956079",8956079,22.3450726138348
"Chr12_09180903","Chr12","Chr12_09180903",9180903,22.9061220655885
"Chr12_09741940","Chr12","Chr12_09741940",9741940,24.3061927931957
"Chr12_09851764","Chr12","Chr12_09851764",9851764,24.5802591517224
"Chr12_09976231","Chr12","Chr12_09976231",9976231,24.8908671922849
"Chr12_10116320","Chr12","Chr12_10116320",10116320,25.2404600144335
"Chr12_11109989","Chr12","Chr12_11109989",11109989,27.7201661297712
"Chr12_11257472","Chr12","Chr12_11257472",11257472,28.0882107170617
"Chr12_11296522","Chr12","Chr12_11296522",11296522,28.185660193501
"Chr12_11300331","Chr12","Chr12_11300331",11300331,28.1951655726497
"Chr12_11660828","Chr12","Chr12_11660828",11660828,29.0947876957721
"Chr12_13117155","Chr12","Chr12_13117155",13117155,32.7290592367293
"Chr12_13170339","Chr12","Chr12_13170339",13170339,32.8617801830787
"Chr12_13752945","Chr12","Chr12_13752945",13752945,34.3156764614495
"Chr12_14266414","Chr12","Chr12_14266414",14266414,35.5970409996774
"Chr12_14960219","Chr12","Chr12_14960219",14960219,37.3284349561678
"Chr12_15023187","Chr12","Chr12_15023187",15023187,37.485571924988
"Chr12_15085859","Chr12","Chr12_15085859",15085859,37.6419702242813
"Chr12_15472539","Chr12","Chr12_15472539",15472539,38.6069321589686
"Chr12_15669084","Chr12","Chr12_15669084",15669084,39.0974112203452
"Chr12_15689886","Chr12","Chr12_15689886",15689886,39.1493227186522
"Chr12_16801091","Chr12","Chr12_16801091",16801091,41.9223405282989
"Chr12_17655287","Chr12","Chr12_17655287",17655287,44.0539910526657
"Chr12_18586154","Chr12","Chr12_18586154",18586154,46.3769744530395
"Chr12_19209371","Chr12","Chr12_19209371",19209371,47.932215691402
"Chr12_20261190","Chr12","Chr12_20261190",20261190,50.5570354317063
"Chr12_20306482","Chr12","Chr12_20306482",20306482,50.6700618513449
"Chr12_20475060","Chr12","Chr12_20475060",20475060,51.0907491199539
"Chr12_20764103","Chr12","Chr12_20764103",20764103,51.8120574174811
"Chr12_20778737","Chr12","Chr12_20778737",20778737,51.8485766399705
"Chr12_21350413","Chr12","Chr12_21350413",21350413,53.2751970469589
"Chr12_24266673","Chr12","Chr12_24266673",24266673,60.5527389204749
"Chr12_25103270","Chr12","Chr12_25103270",25103270,62.6404710495573
"Chr12_26134673","Chr12","Chr12_26134673",26134673,65.2143425565457
"Chr12_27695362","Chr12","Chr12_27695362",27695362,69.1090500068539
"Chr12_31836781","Chr12","Chr12_31836781",31836781,79.4439824848479
"Chr12_31841828","Chr12","Chr12_31841828",31841828,79.4565772993828
"Chr12_33232556","Chr12","Chr12_33232556",33232556,82.9271461974478
"Chr12_33568221","Chr12","Chr12_33568221",33568221,83.7647999364744
"Chr12_33637803","Chr12","Chr12_33637803",33637803,83.9384421764129
"Chr12_33887757","Chr12","Chr12_33887757",33887757,84.5622036727996
"Chr12_34251142","Chr12","Chr12_34251142",34251142,85.4690328148198
"Chr12_34266634","Chr12","Chr12_34266634",34266634,85.5076931807352
"Chr12_34376103","Chr12","Chr12_34376103",34376103,85.7808736349306
"Chr12_34378074","Chr12","Chr12_34378074",34378074,85.785792275598
"Chr12_34387632","Chr12","Chr12_34387632",34387632,85.8096443139029
"Chr12_34531628","Chr12","Chr12_34531628",34531628,86.1689870747057
"Chr12_34623434","Chr12","Chr12_34623434",34623434,86.3980894212866
"Chr12_34678918","Chr12","Chr12_34678918",34678918,86.5365500295006
"Chr12_34852127","Chr12","Chr12_34852127",34852127,86.9687939824986
"Chr12_34898722","Chr12","Chr12_34898722",34898722,87.0850720453587
"Chr12_34911519","Chr12","Chr12_34911519",34911519,87.117007024872
"Chr12_35009621","Chr12","Chr12_35009621",35009621,87.3618210719308
"Chr12_35009952","Chr12","Chr12_35009952",35009952,87.3626470841382
"Chr12_35013526","Chr12","Chr12_35013526",35013526,87.3715660195747
"Chr12_35013570","Chr12","Chr12_35013570",35013570,87.3716758218017
"Chr12_35018164","Chr12","Chr12_35018164",35018164,87.3831401724998
"Chr12_35151720","Chr12","Chr12_35151720",35151720,87.7164298594479
"Chr12_35302887","Chr12","Chr12_35302887",35302887,88.0936678877423
"Chr12_35308729","Chr12","Chr12_35308729",35308729,88.1082466288782
"Chr12_35411757","Chr12","Chr12_35411757",35411757,88.3653535343478
"Chr12_35428704","Chr12","Chr12_35428704",35428704,88.4076448602688
"Chr12_35436853","Chr12","Chr12_35436853",35436853,88.4279807318054
"Chr12_35498641","Chr12","Chr12_35498641",35498641,88.5821730045385
"Chr12_35560599","Chr12","Chr12_35560599",35560599,88.7367895131487
"Chr12_35567525","Chr12","Chr12_35567525",35567525,88.7540733818764
"Chr12_35599493","Chr12","Chr12_35599493",35599493,88.8338496907832
"Chr12_35626904","Chr12","Chr12_35626904",35626904,88.9022539826827
"Chr12_35648895","Chr12","Chr12_35648895",35648895,88.9571326366232
"Chr12_35652658","Chr12","Chr12_35652658",35652658,88.9665232225346
"Chr12_35746818","Chr12","Chr12_35746818",35746818,89.2014999882586
"Chr12_35842502","Chr12","Chr12_35842502",35842502,89.4402799038442
"Chr12_35856420","Chr12","Chr12_35856420",35856420,89.4750123446401
"Chr12_35931387","Chr12","Chr12_35931387",35931387,89.6620928798571
"Chr12_35968171","Chr12","Chr12_35968171",35968171,89.7538875416072
"Chr12_35996572","Chr12","Chr12_35996572",35996572,89.8247623836137
"Chr12_36246404","Chr12","Chr12_36246404",36246404,90.4482194283711
"Chr12_36266743","Chr12","Chr12_36266743",36266743,90.4989755077898
"Chr12_36305512","Chr12","Chr12_36305512",36305512,90.5957237472795
"Chr12_36319733","Chr12","Chr12_36319733",36319733,90.6312123261385
"Chr12_36360755","Chr12","Chr12_36360755",36360755,90.7335829387503
"Chr12_36476731","Chr12","Chr12_36476731",36476731,91.023001645012
"Chr12_37018099","Chr12","Chr12_37018099",37018099,92.3739882816568
"Chr12_37406776","Chr12","Chr12_37406776",37406776,93.3439337401456
"Chr12_37527680","Chr12","Chr12_37527680",37527680,93.6456502958284
"Chr12_37546963","Chr12","Chr12_37546963",37546963,93.6937711217997
"Chr12_37710650","Chr12","Chr12_37710650",37710650,94.1022528746785
"Chr12_37735208","Chr12","Chr12_37735208",37735208,94.1635374903608
"Chr12_37782753","Chr12","Chr12_37782753",37782753,94.2821862831215
"Chr12_37793200","Chr12","Chr12_37793200",37793200,94.3082568255123
"Chr12_37874146","Chr12","Chr12_37874146",37874146,94.5102579860719
"Chr12_38008720","Chr12","Chr12_38008720",38008720,94.8460880972714
"Chr12_38188901","Chr12","Chr12_38188901",38188901,95.2957307122344
"Chr12_38189524","Chr12","Chr12_38189524",38189524,95.2972854119481
"Chr12_38485893","Chr12","Chr12_38485893",38485893,96.0368757802665
"Chr12_38831525","Chr12","Chr12_38831525",38831525,96.8994022192078
"Chr12_38865042","Chr12","Chr12_38865042",38865042,96.9830440656051
"Chr12_38891613","Chr12","Chr12_38891613",38891613,97.0493521331715
"Chr12_39047966","Chr12","Chr12_39047966",39047966,97.4395318512179
"Chr12_39104343","Chr12","Chr12_39104343",39104343,97.5802209455384
"Chr12_39127963","Chr12","Chr12_39127963",39127963,97.6391647773821
"Chr12_39221871","Chr12","Chr12_39221871",39221871,97.8735126758062
"Chr12_39344741","Chr12","Chr12_39344741",39344741,98.1801353946306
"Chr12_39358195","Chr12","Chr12_39358195",39358195,98.213709921033
"Chr12_39393245","Chr12","Chr12_39393245",39393245,98.3011773768383
"Chr12_39401148","Chr12","Chr12_39401148",39401148,98.3208993541059
"Chr12_39438311","Chr12","Chr12_39438311",39438311,98.4136398123111
"Chr12_39532245","Chr12","Chr12_39532245",39532245,98.6480525938692
"Chr12_39627738","Chr12","Chr12_39627738",39627738,98.8863558679695
"Chr12_39803670","Chr12","Chr12_39803670",39803670,99.3253950815141
"Chr12_39871832","Chr12","Chr12_39871832",39871832,99.4954937041275
"Chr12_39875917","Chr12","Chr12_39875917",39875917,99.5056878426999
"Chr13_00558636","Chr13","Chr13_00558636",558636,1.19002331136925
"Chr13_00951557","Chr13","Chr13_00951557",951557,2.04680651511188
"Chr13_02338594","Chr13","Chr13_02338594",2338594,5.07130763510688
"Chr13_02572630","Chr13","Chr13_02572630",2572630,5.58163442820551
"Chr13_02702892","Chr13","Chr13_02702892",2702892,5.86567700593977
"Chr13_04707081","Chr13","Chr13_04707081",4707081,10.2359078470649
"Chr13_09729173","Chr13","Chr13_09729173",9729173,21.1868218304107
"Chr13_10159737","Chr13","Chr13_10159737",10159737,22.1256874123883
"Chr13_10177191","Chr13","Chr13_10177191",10177191,22.1637467017572
"Chr13_10202537","Chr13","Chr13_10202537",10202537,22.2190148780116
"Chr13_10210781","Chr13","Chr13_10210781",10210781,22.2369913178854
"Chr13_10283424","Chr13","Chr13_10283424",10283424,22.3953928852984
"Chr13_10375467","Chr13","Chr13_10375467",10375467,22.5960970889986
"Chr13_10633007","Chr13","Chr13_10633007",10633007,23.1576754884526
"Chr13_10705473","Chr13","Chr13_10705473",10705473,23.3156910988232
"Chr13_10880896","Chr13","Chr13_10880896",10880896,23.6982094166279
"Chr13_10957031","Chr13","Chr13_10957031",10957031,23.8642254585726
"Chr13_11573855","Chr13","Chr13_11573855",11573855,25.2092399598727
"Chr13_12230980","Chr13","Chr13_12230980",12230980,26.6421327366888
"Chr13_13029164","Chr13","Chr13_13029164",13029164,28.3826114708265
"Chr13_13638191","Chr13","Chr13_13638191",13638191,29.710624237326
"Chr13_13698877","Chr13","Chr13_13698877",13698877,29.8429529891675
"Chr13_13701809","Chr13","Chr13_13701809",13701809,29.8493463566724
"Chr13_13740780","Chr13","Chr13_13740780",13740780,29.9343245029996
"Chr13_13879678","Chr13","Chr13_13879678",13879678,30.2371982955265
"Chr13_13910679","Chr13","Chr13_13910679",13910679,30.3047974722038
"Chr13_13995755","Chr13","Chr13_13995755",13995755,30.490309796161
"Chr13_14062401","Chr13","Chr13_14062401",14062401,30.6356346156454
"Chr13_14520395","Chr13","Chr13_14520395",14520395,31.634312636456
"Chr13_14668686","Chr13","Chr13_14668686",14668686,31.9576683188099
"Chr13_14708523","Chr13","Chr13_14708523",14708523,32.0445348199323
"Chr13_15004876","Chr13","Chr13_15004876",15004876,32.6907468390881
"Chr13_15051151","Chr13","Chr13_15051151",15051151,32.7916517099227
"Chr13_15080223","Chr13","Chr13_15080223",15080223,32.8550446090022
"Chr13_15140236","Chr13","Chr13_15140236",15140236,32.9859058518632
"Chr13_15168831","Chr13","Chr13_15168831",15168831,33.0482586294216
"Chr13_15182722","Chr13","Chr13_15182722",15182722,33.0785486253322
"Chr13_15204903","Chr13","Chr13_15204903",15204903,33.1269153663367
"Chr13_15286726","Chr13","Chr13_15286726",15286726,33.3053343667969
"Chr13_15366104","Chr13","Chr13_15366104",15366104,33.478421926756
"Chr13_15936312","Chr13","Chr13_15936312",15936312,34.7217879902641
"Chr13_16413266","Chr13","Chr13_16413266",16413266,35.7618092061265
"Chr13_17123330","Chr13","Chr13_17123330",17123330,37.3101380273967
"Chr13_17181565","Chr13","Chr13_17181565",17181565,37.4371222554475
"Chr13_17962906","Chr13","Chr13_17962906",17962906,39.1408740152044
"Chr13_18095383","Chr13","Chr13_18095383",18095383,39.4297465073395
"Chr13_18958038","Chr13","Chr13_18958038",18958038,41.3108073684912
"Chr13_19120876","Chr13","Chr13_19120876",19120876,41.6658834864158
"Chr13_20035127","Chr13","Chr13_20035127",20035127,43.6594519157054
"Chr13_20614551","Chr13","Chr13_20614551",20614551,44.9229139119982
"Chr13_20627836","Chr13","Chr13_20627836",20627836,44.9518824956619
"Chr13_20756630","Chr13","Chr13_20756630",20756630,45.2327240285472
"Chr13_20824876","Chr13","Chr13_20824876",20824876,45.3815377252512
"Chr13_21500377","Chr13","Chr13_21500377",21500377,46.854500256934
"Chr13_21682314","Chr13","Chr13_21682314",21682314,47.2512226661189
"Chr13_21687311","Chr13","Chr13_21687311",21687311,47.2621188657852
"Chr13_22077201","Chr13","Chr13_22077201",22077201,48.112292827745
"Chr13_22240241","Chr13","Chr13_22240241",22240241,48.4678094164186
"Chr13_22298981","Chr13","Chr13_22298981",22298981,48.5958948213418
"Chr13_22344990","Chr13","Chr13_22344990",22344990,48.6962196663386
"Chr13_22436034","Chr13","Chr13_22436034",22436034,48.8947455023248
"Chr13_22667406","Chr13","Chr13_22667406",22667406,49.3992633148529
"Chr13_22713781","Chr13","Chr13_22713781",22713781,49.5003862405137
"Chr13_23034872","Chr13","Chr13_23034872",23034872,50.2005406625805
"Chr13_23459993","Chr13","Chr13_23459993",23459993,51.1275375203669
"Chr13_24007782","Chr13","Chr13_24007782",24007782,52.3220178723841
"Chr13_24516495","Chr13","Chr13_24516495",24516495,53.4312911205066
"Chr13_24774531","Chr13","Chr13_24774531",24774531,53.9939510718986
"Chr13_25281954","Chr13","Chr13_25281954",25281954,55.1004114127628
"Chr13_25849881","Chr13","Chr13_25849881",25849881,56.3388036456848
"Chr13_25855290","Chr13","Chr13_25855290",25855290,56.3505982312352
"Chr13_25977631","Chr13","Chr13_25977631",25977631,56.6173686861843
"Chr13_26129662","Chr13","Chr13_26129662",26129662,56.948879619039
"Chr13_26234217","Chr13","Chr13_26234217",26234217,57.1768668425962
"Chr13_26296123","Chr13","Chr13_26296123",26296123,57.3118558633177
"Chr13_26407952","Chr13","Chr13_26407952",26407952,57.5557043949343
"Chr13_27312729","Chr13","Chr13_27312729",27312729,59.5286143099875
"Chr13_27491945","Chr13","Chr13_27491945",27491945,59.9194034473509
"Chr13_27680004","Chr13","Chr13_27680004",27680004,60.3294751729971
"Chr13_27914021","Chr13","Chr13_27914021",27914021,60.8397605356787
"Chr13_27984946","Chr13","Chr13_27984946",27984946,60.9944159211772
"Chr13_28142951","Chr13","Chr13_28142951",28142951,61.3389534493504
"Chr13_28194714","Chr13","Chr13_28194714",28194714,61.4518251690481
"Chr13_28449001","Chr13","Chr13_28449001",28449001,62.0063102450051
"Chr13_28535092","Chr13","Chr13_28535092",28535092,62.1940358254485
"Chr13_28564805","Chr13","Chr13_28564805",28564805,62.2588264559641
"Chr13_28573676","Chr13","Chr13_28573676",28573676,62.2781700995983
"Chr13_28588072","Chr13","Chr13_28588072",28588072,62.3095612723813
"Chr13_28602590","Chr13","Chr13_28602590",28602590,62.3412184720523
"Chr13_28681577","Chr13","Chr13_28681577",28681577,62.5134534376409
"Chr13_29064784","Chr13","Chr13_29064784",29064784,63.3490547955642
"Chr13_29215620","Chr13","Chr13_29215620",29215620,63.6779599732455
"Chr13_29228063","Chr13","Chr13_29228063",29228063,63.7050925352724
"Chr13_29248615","Chr13","Chr13_29248615",29248615,63.7499071631577
"Chr13_29281873","Chr13","Chr13_29281873",29281873,63.8224278372629
"Chr13_29287200","Chr13","Chr13_29287200",29287200,63.8340436178558
"Chr13_29287874","Chr13","Chr13_29287874",29287874,63.8355133073845
"Chr13_29311775","Chr13","Chr13_29311775",29311775,63.8876305914
"Chr13_29371010","Chr13","Chr13_29371010",29371010,64.016795367713
"Chr13_29398136","Chr13","Chr13_29398136",29398136,64.0759449198742
"Chr13_29480773","Chr13","Chr13_29480773",29480773,64.2561388866199
"Chr13_29500172","Chr13","Chr13_29500172",29500172,64.2984393423589
"Chr13_29509717","Chr13","Chr13_29509717",29509717,64.3192526755218
"Chr13_29523291","Chr13","Chr13_29523291",29523291,64.3488514376333
"Chr13_29538226","Chr13","Chr13_29538226",29538226,64.3814179259297
"Chr13_29540246","Chr13","Chr13_29540246",29540246,64.3858226334194
"Chr13_29597077","Chr13","Chr13_29597077",29597077,64.50974537171
